0.968,0.557,0.462
0.967,0.552,0.456
0.966,0.547,0.45
0.964,0.541,0.444
0.963,0.536,0.439
0.962,0.531,0.433
0.961,0.526,0.427
0.96,0.521,0.422
0.958,0.516,0.416
0.957,0.51,0.41
0.956,0.505,0.404
0.955,0.5,0.399
0.953,0.495,0.393
0.952,0.489,0.387
0.951,0.484,0.382
0.949,0.479,0.376
0.948,0.474,0.37
0.947,0.468,0.365
0.945,0.463,0.359
0.944,0.458,0.354
0.942,0.452,0.348
0.941,0.447,0.342
0.94,0.441,0.337
0.938,0.436,0.331
0.937,0.431,0.325
0.935,0.425,0.32
0.933,0.42,0.314
0.932,0.414,0.309
0.93,0.409,0.303
0.929,0.403,0.298
0.927,0.397,0.292
0.926,0.392,0.286
0.924,0.386,0.281
0.922,0.38,0.275
0.921,0.375,0.27
0.919,0.369,0.264
0.917,0.363,0.259
0.915,0.357,0.253
0.914,0.351,0.248
0.912,0.345,0.242
0.91,0.339,0.237
0.908,0.333,0.231
0.907,0.327,0.226
0.905,0.321,0.22
0.903,0.315,0.214
